kg_id,complete,coverage,reference_fields,generated_fields,missing_fields,missing_profile_information,unexpected_profile_information
ei2a,0,0.6667,dcat:distribution; dcterms:description; dcterms:publisher; dcterms:subject; dcterms:title; foaf:homepage; void:exampleResource; void:sparqlEndpoint; void:triples,dcterms:description; dcterms:identifier; dcterms:license; dcterms:subject; dcterms:title; foaf:homepage; void:classPartition; void:classes; void:entities; void:properties; void:propertyPartition; void:sparqlEndpoint; void:triples; void:vocabulary,dcat:distribution; dcterms:publisher; void:exampleResource,distinct_objects; distinct_subjects; linkset,
english-wordnet,0,0.5000,dcterms:description; dcterms:publisher; dcterms:subject; dcterms:title; foaf:homepage; void:dataDump; void:exampleResource; void:triples,dcterms:identifier; dcterms:subject; dcterms:title; void:classPartition; void:classes; void:dataDump; void:distinctObjects; void:distinctSubjects; void:entities; void:properties; void:propertyPartition; void:triples; void:vocabulary,dcterms:description; dcterms:publisher; foaf:homepage; void:exampleResource,feature; linkset,
enslaved.org,0,0.5714,dcterms:description; dcterms:publisher; dcterms:subject; dcterms:title; foaf:homepage; void:dataDump; void:triples,dcterms:identifier; dcterms:subject; dcterms:title; void:classPartition; void:classes; void:dataDump; void:distinctObjects; void:distinctSubjects; void:entities; void:feature; void:properties; void:propertyPartition; void:triples; void:vocabulary,dcterms:description; dcterms:publisher; foaf:homepage,linkset,
eprtr,0,0.7778,dcat:distribution; dcterms:description; dcterms:publisher; dcterms:subject; dcterms:title; foaf:homepage; void:exampleResource; void:sparqlEndpoint; void:triples,dcterms:creator; dcterms:identifier; dcterms:license; dcterms:subject; dcterms:title; foaf:homepage; void:classPartition; void:classes; void:dataDump; void:entities; void:exampleResource; void:feature; void:properties; void:propertyPartition; void:sparqlEndpoint; void:triples; void:vocabulary,dcterms:description; dcterms:publisher,distinct_objects; distinct_subjects; linkset,
eurovoc,0,0.5000,dcterms:description; dcterms:publisher; dcterms:subject; dcterms:title; foaf:homepage; void:dataDump; void:sparqlEndpoint; void:triples,dcterms:creator; dcterms:identifier; dcterms:license; dcterms:subject; dcterms:title; void:classPartition; void:propertyPartition; void:sparqlEndpoint; void:triples,dcterms:description; dcterms:publisher; foaf:homepage; void:dataDump,classes; distinct_objects; distinct_subjects; entities; linkset; properties; vocabularies,
geological-survey-of-austria-thesaurus,0,0.6667,dcat:distribution; dcterms:description; dcterms:publisher; dcterms:subject; dcterms:title; foaf:homepage; void:exampleResource; void:sparqlEndpoint; void:triples,dcterms:creator; dcterms:date; dcterms:description; dcterms:identifier; dcterms:license; dcterms:publisher; dcterms:subject; dcterms:title; void:classPartition; void:classes; void:distinctObjects; void:distinctSubjects; void:entities; void:properties; void:propertyPartition; void:sparqlEndpoint; void:triples; void:vocabulary,dcat:distribution; foaf:homepage; void:exampleResource,linkset,
getty-aat,0,0.3333,dcat:distribution; dcterms:description; dcterms:publisher; dcterms:subject; dcterms:title; foaf:homepage; void:exampleResource; void:sparqlEndpoint; void:triples,dcterms:identifier; dcterms:subject; dcterms:title; void:properties; void:sparqlEndpoint; void:vocabulary,dcat:distribution; dcterms:description; dcterms:publisher; foaf:homepage; void:exampleResource; void:triples,class_partition; classes; distinct_objects; distinct_subjects; entities; linkset; property_partition; triples,
getty-tgn,0,0.3333,dcat:distribution; dcterms:description; dcterms:publisher; dcterms:subject; dcterms:title; foaf:homepage; void:exampleResource; void:sparqlEndpoint; void:triples,dcterms:identifier; dcterms:subject; dcterms:title; void:properties; void:sparqlEndpoint; void:vocabulary,dcat:distribution; dcterms:description; dcterms:publisher; foaf:homepage; void:exampleResource; void:triples,class_partition; classes; distinct_objects; distinct_subjects; entities; linkset; property_partition; triples,
greek_prisons_releases,0,0.5000,dcat:distribution; dcterms:description; dcterms:publisher; dcterms:subject; dcterms:title; foaf:homepage; void:dataDump; void:exampleResource; void:sparqlEndpoint; void:triples,dcterms:identifier; dcterms:subject; dcterms:title; void:classPartition; void:classes; void:dataDump; void:distinctObjects; void:distinctSubjects; void:entities; void:properties; void:propertyPartition; void:triples; void:vocabulary,dcterms:description; dcterms:publisher; foaf:homepage; void:exampleResource; void:sparqlEndpoint,feature; linkset,
greekchildrensartmuseum,0,0.5000,dcat:distribution; dcterms:description; dcterms:publisher; dcterms:subject; dcterms:title; foaf:homepage; void:dataDump; void:exampleResource; void:sparqlEndpoint; void:triples,dcterms:creator; dcterms:identifier; dcterms:subject; dcterms:title; void:classPartition; void:classes; void:dataDump; void:distinctObjects; void:distinctSubjects; void:entities; void:properties; void:propertyPartition; void:triples; void:vocabulary,dcterms:description; dcterms:publisher; foaf:homepage; void:exampleResource; void:sparqlEndpoint,feature; linkset,
gwa-ili,0,0.5000,dcterms:description; dcterms:publisher; dcterms:subject; dcterms:title; foaf:homepage; void:dataDump; void:exampleResource; void:triples,dcterms:identifier; dcterms:subject; dcterms:title; void:classPartition; void:classes; void:dataDump; void:distinctObjects; void:distinctSubjects; void:entities; void:properties; void:propertyPartition; void:triples; void:vocabulary,dcterms:description; dcterms:publisher; foaf:homepage; void:exampleResource,feature; linkset,
hito,0,0.5000,dcat:distribution; dcterms:description; dcterms:publisher; dcterms:subject; dcterms:title; foaf:homepage; void:dataDump; void:exampleResource; void:sparqlEndpoint; void:triples,dcterms:creator; dcterms:identifier; dcterms:license; dcterms:subject; dcterms:title; foaf:homepage; void:classPartition; void:classes; void:distinctObjects; void:distinctSubjects; void:entities; void:properties; void:propertyPartition; void:sparqlEndpoint; void:triples; void:vocabulary,dcat:distribution; dcterms:description; dcterms:publisher; void:dataDump; void:exampleResource,linkset,
http:rdf.naturallexicon.orgzhontCedict,0,0.5000,dcterms:description; dcterms:publisher; dcterms:subject; dcterms:title; foaf:homepage; void:dataDump; void:exampleResource; void:triples,dcterms:identifier; dcterms:subject; dcterms:title; void:classPartition; void:classes; void:dataDump; void:distinctObjects; void:distinctSubjects; void:entities; void:properties; void:propertyPartition; void:triples; void:vocabulary,dcterms:description; dcterms:publisher; foaf:homepage; void:exampleResource,feature; linkset,
http:sensormeasurement.appspot.comdatasetnaturopathy-dataset,0,0.4444,dcterms:description; dcterms:publisher; dcterms:subject; dcterms:title; foaf:homepage; void:dataDump; void:exampleResource; void:sparqlEndpoint; void:triples,dcterms:identifier; dcterms:issued; dcterms:modified; dcterms:subject; dcterms:title; void:classPartition; void:classes; void:dataDump; void:distinctObjects; void:distinctSubjects; void:entities; void:feature; void:properties; void:propertyPartition; void:triples; void:vocabulary,dcterms:description; dcterms:publisher; foaf:homepage; void:exampleResource; void:sparqlEndpoint,linkset,
http:www.semanticweb.orgambrishontologies202010untitled-ontology-24,0,0.5714,dcterms:description; dcterms:publisher; dcterms:subject; dcterms:title; foaf:homepage; void:dataDump; void:triples,dcterms:identifier; dcterms:subject; dcterms:title; void:classPartition; void:classes; void:dataDump; void:distinctObjects; void:distinctSubjects; void:entities; void:properties; void:propertyPartition; void:triples,dcterms:description; dcterms:publisher; foaf:homepage,feature; linkset; vocabularies,
https:raw.githubusercontent.comGVogelerbookkeepingmasterbookkeeping.ttl,0,0.5000,dcterms:description; dcterms:publisher; dcterms:subject; dcterms:title; foaf:homepage; void:dataDump; void:sparqlEndpoint; void:triples,dcterms:identifier; dcterms:subject; dcterms:title; void:classPartition; void:classes; void:dataDump; void:distinctObjects; void:distinctSubjects; void:entities; void:properties; void:propertyPartition; void:triples,dcterms:description; dcterms:publisher; foaf:homepage; void:sparqlEndpoint,feature; linkset; vocabularies,
https:www.childrensartmuseum.grLD-project,0,0.5714,dcterms:description; dcterms:publisher; dcterms:subject; dcterms:title; foaf:homepage; void:dataDump; void:triples,dcterms:creator; dcterms:identifier; dcterms:subject; dcterms:title; void:classPartition; void:classes; void:dataDump; void:distinctObjects; void:distinctSubjects; void:entities; void:properties; void:propertyPartition; void:triples; void:vocabulary,dcterms:description; dcterms:publisher; foaf:homepage,feature; linkset,
iati-as-linked-data,0,0.5000,dcat:distribution; dcterms:description; dcterms:publisher; dcterms:subject; dcterms:title; void:exampleResource; void:sparqlEndpoint; void:triples,dcterms:identifier; dcterms:license; dcterms:subject; dcterms:title; void:classPartition; void:classes; void:distinctObjects; void:distinctSubjects; void:entities; void:properties; void:propertyPartition; void:sparqlEndpoint; void:triples; void:vocabulary,dcat:distribution; dcterms:description; dcterms:publisher; void:exampleResource,linkset,
iconology-dataset,0,0.6250,dcterms:description; dcterms:publisher; dcterms:subject; dcterms:title; foaf:homepage; void:dataDump; void:sparqlEndpoint; void:triples,dcterms:creator; dcterms:identifier; dcterms:license; dcterms:subject; dcterms:title; foaf:homepage; void:classPartition; void:sparqlEndpoint; void:triples,dcterms:description; dcterms:publisher; void:dataDump,classes; distinct_objects; distinct_subjects; entities; linkset; properties; property_partition; vocabularies,
im@sparql,0,0.6250,dcterms:description; dcterms:publisher; dcterms:subject; dcterms:title; foaf:homepage; void:dataDump; void:sparqlEndpoint; void:triples,dcterms:creator; dcterms:identifier; dcterms:issued; dcterms:subject; dcterms:title; foaf:homepage; void:classPartition; void:classes; void:distinctObjects; void:distinctSubjects; void:entities; void:properties; void:propertyPartition; void:sparqlEndpoint; void:triples; void:vocabulary,dcterms:description; dcterms:publisher; void:dataDump,linkset,
imagesnippets,0,0.5000,dcat:distribution; dcterms:description; dcterms:publisher; dcterms:subject; dcterms:title; void:exampleResource; void:sparqlEndpoint; void:triples,dcterms:creator; dcterms:identifier; dcterms:subject; dcterms:title; void:classPartition; void:classes; void:distinctSubjects; void:entities; void:properties; void:sparqlEndpoint; void:triples; void:vocabulary,dcat:distribution; dcterms:description; dcterms:publisher; void:exampleResource,distinct_objects; linkset; property_partition,
ispra-lod-place,0,0.6250,dcat:distribution; dcterms:description; dcterms:publisher; dcterms:subject; dcterms:title; void:exampleResource; void:sparqlEndpoint; void:triples,dcterms:creator; dcterms:description; dcterms:identifier; dcterms:license; dcterms:subject; dcterms:title; foaf:homepage; void:classPartition; void:classes; void:entities; void:properties; void:propertyPartition; void:sparqlEndpoint; void:triples; void:vocabulary,dcat:distribution; dcterms:publisher; void:exampleResource,distinct_objects; distinct_subjects; linkset,
ispra-lod-ron,0,0.6667,dcat:distribution; dcterms:description; dcterms:publisher; dcterms:subject; dcterms:title; foaf:homepage; void:exampleResource; void:sparqlEndpoint; void:triples,dcterms:creator; dcterms:description; dcterms:identifier; dcterms:license; dcterms:subject; dcterms:title; foaf:homepage; void:classPartition; void:classes; void:entities; void:properties; void:propertyPartition; void:sparqlEndpoint; void:triples; void:vocabulary,dcat:distribution; dcterms:publisher; void:exampleResource,distinct_objects; distinct_subjects; linkset,
issa-agritrop,0,0.8889,dcterms:description; dcterms:publisher; dcterms:subject; dcterms:title; foaf:homepage; void:dataDump; void:exampleResource; void:sparqlEndpoint; void:triples,dcterms:description; dcterms:identifier; dcterms:issued; dcterms:publisher; dcterms:subject; dcterms:title; foaf:homepage; void:classPartition; void:classes; void:dataDump; void:distinctObjects; void:distinctSubjects; void:entities; void:properties; void:propertyPartition; void:sparqlEndpoint; void:triples; void:uriSpace; void:vocabulary,void:exampleResource,feature; linkset,
jp-textbook,0,0.8750,dcterms:description; dcterms:publisher; dcterms:subject; dcterms:title; foaf:homepage; void:dataDump; void:exampleResource; void:triples,dcterms:description; dcterms:identifier; dcterms:issued; dcterms:license; dcterms:publisher; dcterms:source; dcterms:subject; dcterms:title; foaf:homepage; void:classPartition; void:classes; void:dataDump; void:distinctObjects; void:distinctSubjects; void:entities; void:feature; void:properties; void:propertyPartition; void:triples; void:vocabulary,void:exampleResource,linkset,
language-authority-list,0,0.6250,dcterms:description; dcterms:publisher; dcterms:subject; dcterms:title; foaf:homepage; void:dataDump; void:sparqlEndpoint; void:triples,dcterms:creator; dcterms:description; dcterms:identifier; dcterms:license; dcterms:subject; dcterms:title; void:classPartition; void:classes; void:propertyPartition; void:sparqlEndpoint; void:triples,dcterms:publisher; foaf:homepage; void:dataDump,distinct_objects; distinct_subjects; entities; linkset; properties; vocabularies,
ldt@library,0,0.4000,dcat:distribution; dcterms:description; dcterms:publisher; dcterms:subject; dcterms:title; foaf:homepage; void:dataDump; void:exampleResource; void:sparqlEndpoint; void:triples,dcterms:identifier; dcterms:subject; dcterms:title; void:classPartition; void:classes; void:entities; void:properties; void:propertyPartition; void:sparqlEndpoint; void:triples; void:vocabulary,dcat:distribution; dcterms:description; dcterms:publisher; foaf:homepage; void:dataDump; void:exampleResource,distinct_objects; distinct_subjects; linkset,
libris,0,0.6250,dcterms:description; dcterms:publisher; dcterms:subject; dcterms:title; foaf:homepage; void:exampleResource; void:sparqlEndpoint; void:triples,dcterms:identifier; dcterms:subject; dcterms:title; foaf:homepage; void:classPartition; void:classes; void:properties; void:propertyPartition; void:sparqlEndpoint; void:triples; void:vocabulary,dcterms:description; dcterms:publisher; void:exampleResource,distinct_objects; distinct_subjects; entities; linkset,
linked-hypernyms,0,0.7143,dcat:distribution; dcterms:description; dcterms:publisher; dcterms:subject; dcterms:title; void:dataDump; void:triples,dcterms:identifier; dcterms:subject; dcterms:title; void:classPartition; void:classes; void:dataDump; void:distinctObjects; void:distinctSubjects; void:entities; void:feature; void:properties; void:triples,dcterms:description; dcterms:publisher,linkset; property_partition; vocabularies,
linkedgeodata,0,0.4444,dcat:distribution; dcterms:description; dcterms:publisher; dcterms:subject; dcterms:title; foaf:homepage; void:exampleResource; void:sparqlEndpoint; void:triples,dcterms:identifier; dcterms:subject; dcterms:title; void:classPartition; void:properties; void:propertyPartition; void:sparqlEndpoint; void:triples; void:uriRegexPattern; void:vocabulary,dcat:distribution; dcterms:description; dcterms:publisher; foaf:homepage; void:exampleResource,classes; distinct_objects; distinct_subjects; entities; linkset,
micro-coronavirus,0,0.7143,dcterms:description; dcterms:publisher; dcterms:subject; dcterms:title; foaf:homepage; void:sparqlEndpoint; void:triples,dcterms:description; dcterms:identifier; dcterms:license; dcterms:subject; dcterms:title; void:classPartition; void:classes; void:entities; void:properties; void:propertyPartition; void:sparqlEndpoint; void:triples; void:vocabulary,dcterms:publisher; foaf:homepage,distinct_objects; distinct_subjects; linkset,
muninn-world-war-i,0,0.5000,dcat:distribution; dcterms:description; dcterms:publisher; dcterms:subject; dcterms:title; foaf:homepage; void:dataDump; void:exampleResource; void:sparqlEndpoint; void:triples,dcterms:identifier; dcterms:subject; dcterms:title; void:classPartition; void:classes; void:dataDump; void:distinctObjects; void:distinctSubjects; void:entities; void:feature; void:properties; void:propertyPartition; void:triples; void:vocabulary,dcterms:description; dcterms:publisher; foaf:homepage; void:exampleResource; void:sparqlEndpoint,linkset,
muziekweb,0,0.4000,dcat:distribution; dcterms:description; dcterms:publisher; dcterms:subject; dcterms:title; foaf:homepage; void:dataDump; void:exampleResource; void:sparqlEndpoint; void:triples,dcterms:identifier; dcterms:subject; dcterms:title; void:classPartition; void:classes; void:distinctObjects; void:distinctSubjects; void:entities; void:properties; void:propertyPartition; void:sparqlEndpoint; void:triples; void:vocabulary,dcat:distribution; dcterms:description; dcterms:publisher; foaf:homepage; void:dataDump; void:exampleResource,linkset,
national-diet-library-authorities,0,0.6667,dcat:distribution; dcterms:description; dcterms:publisher; dcterms:subject; dcterms:title; foaf:homepage; void:exampleResource; void:sparqlEndpoint; void:triples,dcterms:creator; dcterms:description; dcterms:identifier; dcterms:subject; dcterms:title; foaf:homepage; void:classPartition; void:classes; void:distinctObjects; void:distinctSubjects; void:entities; void:properties; void:propertyPartition; void:sparqlEndpoint; void:triples; void:vocabulary,dcat:distribution; dcterms:publisher; void:exampleResource,linkset,
national-diet-library-subject-headings,0,0.6667,dcat:distribution; dcterms:description; dcterms:publisher; dcterms:subject; dcterms:title; foaf:homepage; void:exampleResource; void:sparqlEndpoint; void:triples,dcterms:creator; dcterms:description; dcterms:identifier; dcterms:subject; dcterms:title; foaf:homepage; void:classPartition; void:classes; void:distinctObjects; void:distinctSubjects; void:entities; void:properties; void:propertyPartition; void:sparqlEndpoint; void:triples; void:vocabulary,dcat:distribution; dcterms:publisher; void:exampleResource,linkset,
nobelprizes,0,0.9000,dcat:distribution; dcterms:description; dcterms:publisher; dcterms:subject; dcterms:title; foaf:homepage; void:dataDump; void:exampleResource; void:sparqlEndpoint; void:triples,dcterms:description; dcterms:identifier; dcterms:issued; dcterms:license; dcterms:publisher; dcterms:subject; dcterms:title; foaf:homepage; void:classPartition; void:classes; void:dataDump; void:distinctObjects; void:distinctSubjects; void:entities; void:properties; void:propertyPartition; void:sparqlEndpoint; void:triples; void:vocabulary,void:exampleResource,feature; linkset,
nom,0,0.9000,dcat:distribution; dcterms:description; dcterms:publisher; dcterms:subject; dcterms:title; foaf:homepage; void:dataDump; void:exampleResource; void:sparqlEndpoint; void:triples,dcterms:contributor; dcterms:created; dcterms:creator; dcterms:description; dcterms:identifier; dcterms:license; dcterms:modified; dcterms:publisher; dcterms:subject; dcterms:title; void:classPartition; void:dataDump; void:entities; void:exampleResource; void:feature; void:propertyPartition; void:sparqlEndpoint; void:triples; void:uriSpace; void:vocabulary,foaf:homepage,classes; distinct_objects; distinct_subjects; properties,
nomisma_org,0,0.7778,dcterms:description; dcterms:publisher; dcterms:subject; dcterms:title; foaf:homepage; void:dataDump; void:exampleResource; void:sparqlEndpoint; void:triples,dcterms:creator; dcterms:description; dcterms:identifier; dcterms:license; dcterms:publisher; dcterms:subject; dcterms:title; void:classPartition; void:classes; void:dataDump; void:distinctObjects; void:distinctSubjects; void:entities; void:feature; void:properties; void:propertyPartition; void:sparqlEndpoint; void:triples; void:uriSpace; void:vocabulary,foaf:homepage; void:exampleResource,linkset,
notIdentifier,0,0.5714,dcterms:description; dcterms:publisher; dcterms:subject; dcterms:title; foaf:homepage; void:dataDump; void:triples,dcterms:identifier; dcterms:subject; dcterms:title; void:classPartition; void:classes; void:dataDump; void:distinctObjects; void:distinctSubjects; void:entities; void:properties; void:propertyPartition; void:triples; void:vocabulary,dcterms:description; dcterms:publisher; foaf:homepage,feature; linkset,
nvs,0,0.6667,dcat:distribution; dcterms:description; dcterms:publisher; dcterms:subject; dcterms:title; foaf:homepage; void:exampleResource; void:sparqlEndpoint; void:triples,dcterms:creator; dcterms:description; dcterms:identifier; dcterms:license; dcterms:subject; dcterms:title; foaf:homepage; void:classPartition; void:classes; void:distinctObjects; void:distinctSubjects; void:entities; void:properties; void:propertyPartition; void:sparqlEndpoint; void:triples; void:vocabulary,dcat:distribution; dcterms:publisher; void:exampleResource,linkset,
ocd,0,0.6250,dcat:distribution; dcterms:description; dcterms:publisher; dcterms:subject; dcterms:title; void:exampleResource; void:sparqlEndpoint; void:triples,dcterms:creator; dcterms:identifier; dcterms:issued; dcterms:license; dcterms:modified; dcterms:subject; dcterms:title; foaf:homepage; void:classPartition; void:classes; void:dataDump; void:entities; void:properties; void:propertyPartition; void:sparqlEndpoint; void:triples; void:vocabulary,dcterms:description; dcterms:publisher; void:exampleResource,distinct_objects; distinct_subjects; feature; linkset,
open-data-thesaurus,0,0.7778,dcterms:description; dcterms:publisher; dcterms:subject; dcterms:title; foaf:homepage; void:dataDump; void:exampleResource; void:sparqlEndpoint; void:triples,dcterms:contributor; dcterms:creator; dcterms:date; dcterms:description; dcterms:identifier; dcterms:license; dcterms:publisher; dcterms:subject; dcterms:title; void:classPartition; void:classes; void:dataDump; void:distinctObjects; void:distinctSubjects; void:entities; void:properties; void:propertyPartition; void:sparqlEndpoint; void:triples; void:vocabulary,foaf:homepage; void:exampleResource,feature; linkset,
orkg,0,0.5000,dcterms:description; dcterms:publisher; dcterms:subject; dcterms:title; foaf:homepage; void:dataDump; void:sparqlEndpoint; void:triples,dcterms:identifier; dcterms:subject; dcterms:title; void:classPartition; void:classes; void:distinctObjects; void:distinctSubjects; void:entities; void:properties; void:propertyPartition; void:sparqlEndpoint; void:triples; void:vocabulary,dcterms:description; dcterms:publisher; foaf:homepage; void:dataDump,linkset,
portuguese_prisons_releases,0,0.5000,dcat:distribution; dcterms:description; dcterms:publisher; dcterms:subject; dcterms:title; foaf:homepage; void:dataDump; void:exampleResource; void:sparqlEndpoint; void:triples,dcterms:identifier; dcterms:subject; dcterms:title; void:classPartition; void:classes; void:dataDump; void:distinctObjects; void:distinctSubjects; void:entities; void:properties; void:propertyPartition; void:triples; void:vocabulary,dcterms:description; dcterms:publisher; foaf:homepage; void:exampleResource; void:sparqlEndpoint,feature; linkset,
publications_office_authority_tables,0,0.5000,dcat:distribution; dcterms:description; dcterms:publisher; dcterms:subject; dcterms:title; foaf:homepage; void:dataDump; void:exampleResource; void:sparqlEndpoint; void:triples,dcterms:creator; dcterms:description; dcterms:identifier; dcterms:license; dcterms:subject; dcterms:title; void:classPartition; void:propertyPartition; void:sparqlEndpoint; void:triples,dcat:distribution; dcterms:publisher; foaf:homepage; void:dataDump; void:exampleResource,classes; distinct_objects; distinct_subjects; entities; linkset; properties; vocabularies,
racai-legalnero,0,0.7500,dcterms:description; dcterms:publisher; dcterms:subject; dcterms:title; foaf:homepage; void:dataDump; void:sparqlEndpoint; void:triples,dcterms:creator; dcterms:description; dcterms:identifier; dcterms:issued; dcterms:license; dcterms:publisher; dcterms:subject; dcterms:title; void:classPartition; void:classes; void:dataDump; void:distinctObjects; void:distinctSubjects; void:entities; void:properties; void:propertyPartition; void:triples; void:vocabulary,foaf:homepage; void:sparqlEndpoint,feature; linkset,
racai-llod-corola-we,0,0.8571,dcterms:description; dcterms:publisher; dcterms:subject; dcterms:title; foaf:homepage; void:dataDump; void:triples,dcterms:description; dcterms:identifier; dcterms:issued; dcterms:license; dcterms:publisher; dcterms:subject; dcterms:title; void:classPartition; void:classes; void:dataDump; void:distinctObjects; void:distinctSubjects; void:entities; void:feature; void:properties; void:propertyPartition; void:triples; void:vocabulary,foaf:homepage,linkset,
racai-llod-romanian-wordnet-json,0,0.5714,dcterms:description; dcterms:publisher; dcterms:subject; dcterms:title; foaf:homepage; void:dataDump; void:triples,dcterms:identifier; dcterms:subject; dcterms:title; void:classPartition; void:classes; void:dataDump; void:distinctObjects; void:distinctSubjects; void:entities; void:properties; void:propertyPartition; void:triples; void:vocabulary,dcterms:description; dcterms:publisher; foaf:homepage,feature; linkset,
racai-llod-romanian-wordnet-ttl,0,0.5714,dcterms:description; dcterms:publisher; dcterms:subject; dcterms:title; foaf:homepage; void:dataDump; void:triples,dcterms:identifier; dcterms:subject; dcterms:title; void:classPartition; void:classes; void:dataDump; void:distinctObjects; void:distinctSubjects; void:entities; void:properties; void:propertyPartition; void:triples; void:vocabulary,dcterms:description; dcterms:publisher; foaf:homepage,feature; linkset,
reload,0,0.5000,dcat:distribution; dcterms:description; dcterms:publisher; dcterms:subject; dcterms:title; void:exampleResource; void:sparqlEndpoint; void:triples,dcterms:creator; dcterms:identifier; dcterms:subject; dcterms:title; foaf:homepage; void:classPartition; void:classes; void:distinctObjects; void:distinctSubjects; void:entities; void:properties; void:propertyPartition; void:sparqlEndpoint; void:triples; void:vocabulary,dcat:distribution; dcterms:description; dcterms:publisher; void:exampleResource,,
sandre,0,0.5556,dcterms:description; dcterms:publisher; dcterms:subject; dcterms:title; foaf:homepage; void:dataDump; void:exampleResource; void:sparqlEndpoint; void:triples,dcterms:creator; dcterms:identifier; dcterms:subject; dcterms:title; foaf:homepage; void:classPartition; void:classes; void:distinctObjects; void:distinctSubjects; void:entities; void:properties; void:propertyPartition; void:sparqlEndpoint; void:triples; void:vocabulary,dcterms:description; dcterms:publisher; void:dataDump; void:exampleResource,,
shoah-victims-names,0,0.5000,dcat:distribution; dcterms:description; dcterms:publisher; dcterms:subject; dcterms:title; void:exampleResource; void:sparqlEndpoint; void:triples,dcterms:creator; dcterms:identifier; dcterms:subject; dcterms:title; foaf:homepage; void:classPartition; void:classes; void:distinctObjects; void:distinctSubjects; void:entities; void:properties; void:propertyPartition; void:sparqlEndpoint; void:triples; void:vocabulary,dcat:distribution; dcterms:description; dcterms:publisher; void:exampleResource,,
snik,0,0.5556,dcterms:description; dcterms:publisher; dcterms:subject; dcterms:title; foaf:homepage; void:dataDump; void:exampleResource; void:sparqlEndpoint; void:triples,dcterms:creator; dcterms:identifier; dcterms:license; dcterms:subject; dcterms:title; foaf:homepage; void:classPartition; void:classes; void:distinctObjects; void:distinctSubjects; void:entities; void:properties; void:propertyPartition; void:sparqlEndpoint; void:triples; void:vocabulary,dcterms:description; dcterms:publisher; void:dataDump; void:exampleResource,,
socialsemweb-thesaurus,0,0.8000,dcat:distribution; dcterms:description; dcterms:publisher; dcterms:subject; dcterms:title; foaf:homepage; void:dataDump; void:exampleResource; void:sparqlEndpoint; void:triples,dcterms:contributor; dcterms:creator; dcterms:date; dcterms:description; dcterms:identifier; dcterms:license; dcterms:publisher; dcterms:subject; dcterms:title; void:classPartition; void:classes; void:dataDump; void:distinctObjects; void:distinctSubjects; void:entities; void:properties; void:propertyPartition; void:sparqlEndpoint; void:triples; void:vocabulary,foaf:homepage; void:exampleResource,feature,
southampton-ac-uk-apps,0,0.8889,dcat:distribution; dcterms:description; dcterms:publisher; dcterms:subject; dcterms:title; foaf:homepage; void:exampleResource; void:sparqlEndpoint; void:triples,dcterms:creator; dcterms:description; dcterms:identifier; dcterms:license; dcterms:publisher; dcterms:subject; dcterms:title; foaf:homepage; void:classPartition; void:classes; void:dataDump; void:distinctObjects; void:distinctSubjects; void:entities; void:feature; void:properties; void:propertyPartition; void:sparqlEndpoint; void:triples; void:vocabulary,void:exampleResource,linkset,
spanish-linguistic-datasets,0,0.8333,dcterms:description; dcterms:publisher; dcterms:subject; dcterms:title; void:sparqlEndpoint; void:triples,dcterms:creator; dcterms:description; dcterms:identifier; dcterms:license; dcterms:subject; dcterms:title; foaf:homepage; void:classPartition; void:classes; void:distinctObjects; void:distinctSubjects; void:entities; void:properties; void:propertyPartition; void:sparqlEndpoint; void:triples; void:vocabulary,dcterms:publisher,linkset,
ssf,0,0.4444,dcterms:description; dcterms:publisher; dcterms:subject; dcterms:title; foaf:homepage; void:dataDump; void:exampleResource; void:sparqlEndpoint; void:triples,dcterms:identifier; dcterms:subject; dcterms:title; void:classPartition; void:classes; void:dataDump; void:distinctObjects; void:distinctSubjects; void:entities; void:properties; void:propertyPartition; void:triples; void:vocabulary,dcterms:description; dcterms:publisher; foaf:homepage; void:exampleResource; void:sparqlEndpoint,feature; linkset,
stw-thesaurus-for-economics,0,0.7778,dcat:distribution; dcterms:description; dcterms:publisher; dcterms:subject; dcterms:title; foaf:homepage; void:exampleResource; void:sparqlEndpoint; void:triples,dcterms:creator; dcterms:description; dcterms:identifier; dcterms:issued; dcterms:license; dcterms:subject; dcterms:title; foaf:homepage; void:classPartition; void:classes; void:distinctObjects; void:distinctSubjects; void:entities; void:exampleResource; void:feature; void:properties; void:propertyPartition; void:sparqlEndpoint; void:triples; void:uriRegexPattern; void:vocabulary,dcat:distribution; dcterms:publisher,,feature
sztaki-lod,0,0.6667,dcat:distribution; dcterms:description; dcterms:publisher; dcterms:subject; dcterms:title; foaf:homepage; void:exampleResource; void:sparqlEndpoint; void:triples,dcterms:creator; dcterms:description; dcterms:identifier; dcterms:license; dcterms:subject; dcterms:title; foaf:homepage; void:classPartition; void:classes; void:entities; void:sparqlEndpoint; void:triples,dcat:distribution; dcterms:publisher; void:exampleResource,distinct_objects; distinct_subjects; linkset; properties; property_partition; vocabularies,
